;$FILEVERSION=1.1
;$STARTTIME=46168.6396648727
;
;   Start time: 26/05/2026 15:21:07.045.0
;   Generated by PCAN-View v5.3.3.958
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1204)    13347.4  Rx      0610  8  08 00 C8 04 F5 04 AA 00 
  1205)    13347.5  Rx      0626  8  A7 15 FE 7F 4C 10 00 00 
  1206)    13347.7  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  1207)    13360.4  Rx      0620  8  0D 19 00 00 81 02 00 00 
  1208)    13381.4  Rx      0626  8  61 15 FE 7F 6A 10 00 00 
  1209)    13382.4  Rx      0618  8  00 01 00 64 75 13 AB 00 
  1210)    13408.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1211)    13415.4  Rx      0626  8  59 15 FE 7F 68 10 00 00 
  1212)    13415.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1213)    13448.4  Rx      0610  8  08 00 D4 04 01 05 AC 00 
  1214)    13449.4  Rx      0626  8  F3 15 FE 7F 8B 10 00 00 
  1215)    13483.5  Rx      0618  8  00 01 00 64 7B 13 AD 00 
  1216)    13483.6  Rx      0626  8  69 15 FE 7F 8D 10 00 00 
  1217)    13510.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1218)    13515.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1219)    13515.6  Rx      0100  8  2B FE FB DB 12 5C 52 62 
  1220)    13517.4  Rx      0626  8  A9 15 FE 7F 8E 10 00 00 
  1221)    13518.6  Rx      0101  8  13 88 00 17 00 5E 5B D3 
  1222)    13521.6  Rx      0102  8  00 00 00 00 02 00 7B 01 
  1223)    13524.6  Rx      0104  4  1C 03 71 49 
  1224)    13527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1225)    13530.6  Rx      0107  8  0F B1 0F B8 0F B4 48 FA 
  1226)    13533.6  Rx      0108  8  0F BB 0F B7 0F B3 88 13 
  1227)    13536.6  Rx      0109  8  0F BA 0F B6 0F B2 48 BE 
  1228)    13539.6  Rx      010A  8  0F B9 0F B5 0F B1 49 4A 
  1229)    13542.6  Rx      010B  8  0F B8 0F B4 0F BB 4E A6 
  1230)    13545.6  Rx      010C  8  0F B7 0F B3 0F BA 4E 82 
  1231)    13548.6  Rx      010D  8  0F B6 0F B2 0F B9 4F AE 
  1232)    13549.4  Rx      0610  8  08 00 E0 04 0E 05 AE 00 
  1233)    13551.4  Rx      0626  8  68 15 FE 7F A8 10 00 00 
  1234)    13551.6  Rx      010E  8  0F B5 0F B1 0F B8 8F DB 
  1235)    13554.6  Rx      010F  8  0F B4 0F BB 0F B7 49 86 
  1236)    13557.6  Rx      0110  8  0F B3 00 00 00 00 3E 05 
  1237)    13579.5  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1238)    13584.4  Rx      0618  8  00 01 00 64 7F 13 AE 00 
  1239)    13585.4  Rx      0626  8  7D 15 FE 7F AA 10 00 00 
  1240)    13612.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1241)    13615.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1242)    13619.4  Rx      0626  8  CF 15 FE 7F CA 10 00 00 
  1243)    13628.4  Rx      0625  8  00 00 00 00 32 00 00 00 
  1244)    13650.4  Rx      0610  8  08 00 EC 04 1A 05 AF 00 
  1245)    13653.4  Rx      0626  8  4B 15 FE 7F C3 10 00 00 
  1246)    13685.4  Rx      0618  8  00 01 00 64 76 13 B2 00 
  1247)    13687.4  Rx      0626  8  C5 15 FE 7F E4 10 00 00 
  1248)    13714.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1249)    13715.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1250)    13721.5  Rx      0626  8  39 15 FE 7F E8 10 00 00 
  1251)    13751.5  Rx      0610  8  08 00 F7 04 25 05 B1 00 
  1252)    13755.4  Rx      0626  8  9D 15 FE 7F EE 10 00 00 
  1253)    13786.4  Rx      0618  8  00 01 00 64 79 13 B1 00 
  1254)    13789.4  Rx      0626  8  61 15 FE 7F 04 11 00 00 
  1255)    13815.5  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1256)    13815.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1257)    13816.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1258)    13823.4  Rx      0626  8  A6 15 FE 7F 02 11 00 00 
  1259)    13852.4  Rx      0610  8  08 00 02 05 31 05 B2 00 
  1260)    13857.4  Rx      0626  8  6B 15 FE 7F 1F 11 00 00 
  1261)    13887.4  Rx      0618  8  00 01 00 64 7D 13 B3 00 
  1262)    13891.4  Rx      0626  8  97 15 FE 7F 22 11 00 00 
  1263)    13915.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1264)    13918.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1265)    13925.4  Rx      0626  8  D1 15 FE 7F 3A 11 00 00 
  1266)    13953.4  Rx      0610  8  08 00 0D 05 3C 05 B4 00 
  1267)    13959.4  Rx      0626  8  47 15 FE 7F 35 11 00 00 
  1268)    13988.3  Rx      0618  8  00 01 00 64 6E 13 B6 00 
  1269)    13993.4  Rx      0626  8  D2 15 FE 7F 57 11 00 00 
  1270)    14015.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1271)    14020.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1272)    14027.4  Rx      0626  8  48 15 FE 7F 4E 11 00 00 
  1273)    14046.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1274)    14054.4  Rx      0610  8  08 00 17 05 47 05 B5 00 
  1275)    14061.4  Rx      0626  8  C9 15 FE 7F 68 11 00 00 
  1276)    14089.4  Rx      0618  8  00 01 00 64 82 13 B6 00 
  1277)    14095.4  Rx      0626  8  42 15 FE 7F 64 11 00 00 
  1278)    14104.4  Rx      0628  8  0D 04 6F 00 20 00 00 00 
  1279)    14115.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1280)    14122.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1281)    14129.4  Rx      0626  8  C6 15 FE 7F 83 11 00 00 
  1282)    14155.4  Rx      0610  8  08 00 22 05 52 05 B7 00 
  1283)    14163.4  Rx      0626  8  2F 15 FE 7F 7C 11 00 00 
  1284)    14190.4  Rx      0618  8  00 01 00 64 71 13 BA 00 
  1285)    14197.4  Rx      0626  8  B9 15 FE 7F 98 11 00 00 
  1286)    14215.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1287)    14224.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1288)    14231.4  Rx      0626  8  3C 15 FE 7F 96 11 00 00 
  1289)    14256.4  Rx      0610  8  08 00 2C 05 5D 05 B8 00 
  1290)    14265.4  Rx      0626  8  E4 15 FE 7F B5 11 00 00 
  1291)    14273.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1292)    14291.3  Rx      0618  8  00 01 00 64 77 13 B8 00 
  1293)    14299.4  Rx      0626  8  5A 15 FE 7F AB 11 00 00 
  1294)    14315.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1295)    14326.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1296)    14333.4  Rx      0626  8  D0 15 FE 7F C9 11 00 00 
  1297)    14357.4  Rx      0610  8  08 00 37 05 68 05 BA 00 
  1298)    14361.4  Rx      0620  8  0D 19 00 00 81 02 00 00 
  1299)    14367.4  Rx      0626  8  5C 15 FE 7F C9 11 00 00 
  1300)    14388.4  Rx      0037  3  00 00 00 
  1301)    14388.8  Rx      0030  8  07 40 00 04 00 00 00 39 
  1302)    14392.4  Rx      0618  8  00 01 00 64 6B 13 BC 00 
  1303)    14401.4  Rx      0626  8  CE 15 FE 7F E2 11 00 00 
  1304)    14415.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1305)    14428.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1306)    14435.4  Rx      0626  8  7A 15 FE 7F DD 11 00 00 
  1307)    14458.4  Rx      0610  8  08 00 42 05 73 05 BB 00 
  1308)    14469.4  Rx      0626  8  7D 15 FE 7F FB 11 00 00 
  1309)    14493.4  Rx      0618  8  00 01 00 64 7A 13 BB 00 
  1310)    14497.4  Rx      0615  8  29 00 56 00 00 00 00 00 
  1311)    14503.4  Rx      0626  8  97 15 FE 7F F6 11 00 00 
  1312)    14515.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1313)    14515.6  Rx      0100  8  2B FE FC 67 12 5C C2 A2 
  1314)    14517.4  Rx      0625  8  00 00 00 00 32 00 00 00 
  1315)    14518.6  Rx      0101  8  13 88 00 17 00 5E 5B D3 
  1316)    14521.6  Rx      0102  8  00 00 00 00 02 00 7B 01 
  1317)    14524.6  Rx      0104  4  1C 03 71 49 
  1318)    14527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1319)    14530.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1320)    14530.6  Rx      0107  8  0F B1 0F B8 0F B4 48 FA 
  1321)    14533.6  Rx      0108  8  0F BB 0F B7 0F B3 88 13 
  1322)    14536.6  Rx      0109  8  0F BA 0F B6 0F B2 48 BE 
  1323)    14537.4  Rx      0626  8  6A 15 FE 7F 11 12 00 00 
  1324)    14539.6  Rx      010A  8  0F B9 0F B5 0F B1 49 4A 
  1325)    14542.6  Rx      010B  8  0F B8 0F B4 0F BB 4E A6 
  1326)    14545.6  Rx      010C  8  0F B7 0F B3 0F BA 4E 82 
  1327)    14548.6  Rx      010D  8  0F B6 0F B2 0F B9 4F AE 
  1328)    14551.6  Rx      010E  8  0F B5 0F B1 0F B8 8F DB 
  1329)    14554.6  Rx      010F  8  0F B4 0F BB 0F B7 49 86 
  1330)    14557.6  Rx      0110  8  0F B3 00 00 00 00 3E 05 
  1331)    14559.4  Rx      0610  8  08 00 4C 05 7E 05 BC 00 
  1332)    14571.4  Rx      0626  8  7E 15 FE 7F 11 12 00 00 
  1333)    14594.4  Rx      0618  8  00 01 00 64 6E 13 BF 00 
  1334)    14605.4  Rx      0626  8  58 15 FE 7F 26 12 00 00 
  1335)    14615.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1336)    14632.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1337)    14639.3  Rx      0626  8  8F 15 FE 7F 27 12 00 00 
  1338)    14660.4  Rx      0610  8  08 00 56 05 88 05 BE 00 
  1339)    14673.4  Rx      0626  8  46 15 FE 7F 34 12 00 00 
  1340)    14695.4  Rx      0618  8  00 01 00 64 7D 13 BF 00 
  1341)    14707.4  Rx      0626  8  F1 15 FE 7F 4F 12 00 00 
  1342)    14715.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1343)    14716.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1344)    14734.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1345)    14741.4  Rx      0626  8  32 15 FE 7F 48 12 00 00 
  1346)    14761.3  Rx      0610  8  08 00 61 05 93 05 BF 00 
  1347)    14775.3  Rx      0626  8  57 15 FE 7F 6A 12 00 00 
  1348)    14796.4  Rx      0618  8  00 01 00 64 73 13 C5 00 
  1349)    14809.4  Rx      0626  8  B0 15 FE 7F 61 12 00 00 
  1350)    14815.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1351)    14836.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1352)    14843.4  Rx      0626  8  47 15 FE 7F 75 12 00 00 
  1353)    14861.4  Rx      0628  8  0A 04 6F 00 21 00 00 00 
  1354)    14862.4  Rx      0610  8  08 00 6B 05 9E 05 C1 00 
  1355)    14877.4  Rx      0626  8  A4 15 FE 7F 77 12 00 00 
  1356)    14897.4  Rx      0618  8  00 01 00 64 70 13 C3 00 
  1357)    14911.4  Rx      0626  8  49 15 FE 7F 83 12 00 00 
  1358)    14915.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
  1359)    14932.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1360)    14938.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1361)    14945.3  Rx      0626  8  E4 15 FE 7F 9D 12 00 00 
  1362)    14963.4  Rx      0610  8  08 00 74 05 A8 05 C2 00 
  1363)    14979.4  Rx      0626  8  3A 15 FE 7F 98 12 00 00 
  1364)    14998.4  Rx      0618  8  00 01 00 64 7B 13 C2 00 
  1365)    15013.4  Rx      0626  8  7A 15 FE 7F B2 12 00 00 
  1366)    15015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1367)    15040.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1368)    15047.4  Rx      0626  8  A4 15 FE 7F AD 12 00 00 
  1369)    15064.4  Rx      0610  8  08 00 7F 05 B2 05 C3 00 
  1370)    15081.3  Rx      0626  8  50 15 FE 7F C5 12 00 00 
  1371)    15099.4  Rx      0618  8  00 01 00 64 79 13 C3 00 
  1372)    15115.4  Rx      0626  8  EF 15 FE 7F D0 12 00 00 
  1373)    15115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1374)    15142.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1375)    15144.4  Rx      0615  8  29 00 56 00 00 00 00 00 
  1376)    15149.4  Rx      0626  8  36 15 FE 7F CC 12 00 00 
  1377)    15165.4  Rx      0610  8  08 00 88 05 BB 05 C5 00 
  1378)    15183.4  Rx      0626  8  47 15 FE 7F E1 12 00 00 
  1379)    15200.4  Rx      0618  8  00 01 00 64 74 13 C9 00 
  1380)    15215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1381)    15217.4  Rx      0626  8  93 15 FE 7F E1 12 00 00 
  1382)    15244.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1383)    15251.3  Rx      0626  8  50 15 FE 7F E8 12 00 00 
  1384)    15266.4  Rx      0610  8  08 00 90 05 C4 05 C6 00 
  1385)    15285.3  Rx      0626  8  E3 15 FE 7F 09 13 00 00 
  1386)    15301.4  Rx      0618  8  00 01 00 64 6A 13 C9 00 
  1387)    15315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1388)    15319.4  Rx      0626  8  A9 15 FE 7F FD 12 00 00 
  1389)    15346.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1390)    15353.3  Rx      0626  8  54 15 FE 7F 15 13 00 00 
  1391)    15354.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1392)    15362.4  Rx      0620  8  0E 19 00 00 81 02 00 00 
  1393)    15367.3  Rx      0610  8  08 00 99 05 CD 05 C7 00 
  1394)    15387.4  Rx      0626  8  FC 15 FE 7F 26 13 00 00 
  1395)    15402.4  Rx      0618  8  00 01 00 64 66 13 C9 00 
  1396)    15406.4  Rx      0625  8  00 00 00 00 32 00 00 00 
  1397)    15415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1398)    15421.4  Rx      0626  8  5B 15 FE 7F 1B 13 00 00 
  1399)    15448.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1400)    15455.4  Rx      0626  8  54 15 FE 7F 31 13 00 00 
  1401)    15468.4  Rx      0610  8  08 00 A2 05 D7 05 C8 00 
  1402)    15489.4  Rx      0626  8  FF 15 FE 7F 31 13 00 00 
  1403)    15503.4  Rx      0618  8  00 01 00 64 6D 13 C7 00 
  1404)    15515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1405)    15515.6  Rx      0100  8  2B FE FC E2 12 5C 2B B3 
  1406)    15518.6  Rx      0101  8  13 88 00 17 00 5E 5B D3 
  1407)    15521.6  Rx      0102  8  00 00 00 00 02 00 7B 01 
  1408)    15523.4  Rx      0626  8  37 15 FE 7F 3E 13 00 00 
  1409)    15524.6  Rx      0104  4  1C 03 71 49 
  1410)    15527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1411)    15530.6  Rx      0107  8  0F B1 0F B8 0F B4 48 FA 
  1412)    15533.6  Rx      0108  8  0F BB 0F B7 0F B3 88 13 
  1413)    15536.6  Rx      0109  8  0F BA 0F B6 0F B2 48 BE 
  1414)    15539.6  Rx      010A  8  0F B9 0F B5 0F B1 49 4A 
  1415)    15542.6  Rx      010B  8  0F B8 0F B4 0F BB 4E A6 
  1416)    15545.6  Rx      010C  8  0F B7 0F B3 0F BA 4E 82 
  1417)    15548.6  Rx      010D  8  0F B6 0F B2 0F B9 4F AE 
  1418)    15550.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1419)    15551.6  Rx      010E  8  0F B5 0F B1 0F B8 8F DB 
  1420)    15554.6  Rx      010F  8  0F B4 0F BB 0F B7 49 86 
  1421)    15557.3  Rx      0626  8  71 15 FE 7F 53 13 00 00 
  1422)    15557.6  Rx      0110  8  0F B3 00 00 00 00 3E 05 
  1423)    15561.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1424)    15569.4  Rx      0610  8  08 00 AB 05 E0 05 C9 00 
  1425)    15591.4  Rx      0626  8  7D 15 FE 7F 4F 13 00 00 
  1426)    15604.4  Rx      0618  8  00 01 00 64 72 13 C9 00 
  1427)    15615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1428)    15618.4  Rx      0628  8  0D 04 6F 00 20 00 00 00 
  1429)    15625.4  Rx      0626  8  30 15 FE 7F 5A 13 00 00 
  1430)    15652.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1431)    15659.3  Rx      0626  8  70 15 FE 7F 74 13 00 00 
  1432)    15670.4  Rx      0610  8  08 00 B3 05 E9 05 CA 00 
  1433)    15693.4  Rx      0626  8  8F 15 FE 7F 6C 13 00 00 
  1434)    15705.3  Rx      0618  8  00 01 00 64 72 13 CA 00 
  1435)    15715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1436)    15727.4  Rx      0626  8  4F 15 FE 7F 76 13 00 00 
  1437)    15754.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1438)    15761.4  Rx      0626  8  5E 15 FE 7F 8E 13 00 00 
  1439)    15766.4  Rx      0615  8  29 00 56 00 00 00 00 00 
  1440)    15771.3  Rx      0610  8  08 00 BB 05 F1 05 CB 00 
  1441)    15795.4  Rx      0626  8  96 15 FE 7F 89 13 00 00 
  1442)    15806.4  Rx      0618  8  00 01 00 64 6E 13 CC 00 
  1443)    15815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1444)    15829.3  Rx      0626  8  37 15 FE 7F 97 13 00 00 
  1445)    15856.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1446)    15863.4  Rx      0626  8  6D 15 FE 7F AC 13 00 00 
  1447)    15872.4  Rx      0610  8  08 00 C4 05 FA 05 CD 00 
  1448)    15897.3  Rx      0626  8  86 15 FE 7F A4 13 00 00 
  1449)    15907.3  Rx      0618  8  00 01 00 64 73 13 CC 00 
  1450)    15915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1451)    15931.4  Rx      0626  8  33 15 FE 7F AC 13 00 00 
  1452)    15958.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1453)    15965.3  Rx      0626  8  67 15 FE 7F C6 13 00 00 
  1454)    15969.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1455)    15973.4  Rx      0610  8  08 00 CC 05 03 06 CE 00 
  1456)    15999.4  Rx      0626  8  05 16 FE 7F C3 13 00 00 
  1457)    16008.4  Rx      0618  8  00 01 00 64 6E 13 CE 00 
  1458)    16015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1459)    16033.4  Rx      0626  8  20 15 FE 7F CC 13 00 00 
  1460)    16060.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1461)    16067.4  Rx      0626  8  6B 15 FE 7F DF 13 00 00 
  1462)    16074.4  Rx      0610  8  08 00 D5 05 0B 06 CF 00 
  1463)    16101.4  Rx      0626  8  0D 16 FE 7F EE 13 00 00 
  1464)    16109.4  Rx      0618  8  00 01 00 64 6C 13 CE 00 
  1465)    16115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1466)    16135.4  Rx      0626  8  81 15 F4 7F E7 13 00 00 
  1467)    16162.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1468)    16169.4  Rx      0626  8  41 15 FE 7F FC 13 00 00 
  1469)    16169.5  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1470)    16175.4  Rx      0610  8  08 00 DD 05 14 06 D0 00 
  1471)    16203.4  Rx      0626  8  0A 16 FE 7F 0B 14 00 00 
  1472)    16210.4  Rx      0618  8  00 01 00 64 68 13 CF 00 
  1473)    16215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1474)    16237.4  Rx      0626  8  7C 15 FE 7F FE 13 00 00 
  1475)    16264.4  Rx      0600  8  0A 66 01 00 10 40 00 00 
  1476)    16271.4  Rx      0626  8  25 15 FE 7F 04 14 00 00 
  1477)    16276.4  Rx      0610  8  08 00 E4 05 1B 06 D1 00 
  1478)    16295.4  Rx      0625  8  00 00 00 00 32 00 00 00 
  1479)    16305.4  Rx      0626  8  62 15 FE 7F 1E 14 00 00 
  1480)    16311.4  Rx      0618  8  00 01 00 64 6D 13 D0 00 
  1481)    16315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1482)    16339.3  Rx      0626  8  0F 16 FE 7F 2A 14 00 00 
  1483)    16363.4  Rx      0620  8  0E 19 00 00 81 02 00 00 
  1484)    16366.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1485)    16367.4  Rx      0615  8  29 00 56 00 00 00 00 00 
  1486)    16373.3  Rx      0626  8  6C 15 FE 7F 1E 14 00 00 
  1487)    16375.4  Rx      0628  8  10 04 6F 00 20 00 00 00 
  1488)    16377.4  Rx      0610  8  08 00 EB 05 23 06 D2 00 
  1489)    16388.1  Rx      0037  3  00 00 00 
  1490)    16388.6  Rx      0030  8  07 40 00 04 00 00 00 3A 
  1491)    16407.4  Rx      0626  8  37 15 FE 7F 33 14 00 00 
  1492)    16412.4  Rx      0618  8  00 01 00 64 63 13 D5 00 
  1493)    16415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1494)    16441.4  Rx      0626  8  76 15 FE 7F 3C 14 00 00 
  1495)    16468.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1496)    16475.4  Rx      0626  8  8E 15 FE 7F 36 14 00 00 
  1497)    16478.4  Rx      0610  8  08 00 F2 05 2A 06 D3 00 
  1498)    16509.3  Rx      0626  8  2C 15 FE 7F 3C 14 00 00 
  1499)    16513.4  Rx      0618  8  00 01 00 64 68 13 D5 00 
  1500)    16515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1501)    16515.6  Rx      0100  8  2B FE FD 43 12 5C 35 E3 
  1502)    16518.6  Rx      0101  8  13 88 00 17 00 5E 5B D3 
  1503)    16521.6  Rx      0102  8  00 00 00 00 02 00 7B 01 
  1504)    16524.6  Rx      0104  4  1C 03 71 49 
  1505)    16527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1506)    16530.6  Rx      0107  8  0F B1 0F B8 0F B4 48 FA 
  1507)    16533.6  Rx      0108  8  0F BB 0F B7 0F B3 88 13 
  1508)    16536.6  Rx      0109  8  0F BA 0F B6 0F B2 48 BE 
  1509)    16539.6  Rx      010A  8  0F B9 0F B5 0F B1 49 4A 
  1510)    16542.6  Rx      010B  8  0F B8 0F B4 0F BB 4E A6 
  1511)    16543.3  Rx      0626  8  4F 15 FE 7F 51 14 00 00 
  1512)    16545.6  Rx      010C  8  0F B7 0F B3 0F BA 4E 82 
  1513)    16548.6  Rx      010D  8  0F B6 0F B2 0F B9 4F AE 
  1514)    16551.6  Rx      010E  8  0F B5 0F B1 0F B8 8F DB 
  1515)    16554.6  Rx      010F  8  0F B4 0F BB 0F B7 49 86 
  1516)    16557.6  Rx      0110  8  0F B3 00 00 00 00 3E 05 
  1517)    16564.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1518)    16570.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1519)    16577.3  Rx      0626  8  0C 16 FE 7F 5B 14 00 00 
  1520)    16579.4  Rx      0610  8  08 00 F8 05 30 06 D4 00 
  1521)    16611.4  Rx      0626  8  78 15 FE 7F 50 14 00 00 
  1522)    16614.4  Rx      0618  8  00 01 00 64 69 13 DB 00 
  1523)    16615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1524)    16645.3  Rx      0626  8  3A 15 FE 7F 56 14 00 00 
  1525)    16672.3  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1526)    16679.4  Rx      0626  8  5A 15 FE 7F 6B 14 00 00 
  1527)    16680.3  Rx      0610  8  08 00 FE 05 36 06 D4 00 
  1528)    16713.4  Rx      0626  8  DE 15 FE 7F 75 14 00 00 
  1529)    16715.4  Rx      0618  8  00 01 00 64 76 13 D3 00 
  1530)    16715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1531)    16747.4  Rx      0626  8  98 15 F6 7F 6B 14 00 00 
  1532)    16759.4  Rx      0615  8  29 00 56 00 00 00 00 00 
  1533)    16774.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1534)    16781.4  Rx      0610  8  08 00 04 06 3C 06 D5 00 
  1535)    16781.5  Rx      0626  8  32 15 FE 7F 6C 14 00 00 
  1536)    16815.4  Rx      0626  8  55 15 FE 7F 83 14 00 00 
  1537)    16815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1538)    16816.3  Rx      0618  8  00 01 00 64 70 13 D5 00 
  1539)    16849.4  Rx      0626  8  F1 15 FE 7F 8B 14 00 00 
  1540)    16876.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1541)    16882.4  Rx      0610  8  08 00 09 06 42 06 D6 00 
  1542)    16883.3  Rx      0626  8  5B 15 FE 7F 7C 14 00 00 
  1543)    16915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1544)    16917.3  Rx      0618  8  00 01 00 64 76 13 D4 00 
  1545)    16917.4  Rx      0626  8  26 15 FE 7F 89 14 00 00 
  1546)    16951.3  Rx      0626  8  5D 15 FE 7F 99 14 00 00 
  1547)    16954.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1548)    16978.4  Rx      0600  8  0A 66 01 00 10 40 00 00 
  1549)    16983.3  Rx      0610  8  08 00 0E 06 46 06 D7 00 
  1550)    16985.4  Rx      0626  8  09 16 FE 7F AA 14 00 00 
  1551)    17015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1552)    17018.4  Rx      0618  8  00 01 00 64 6B 13 D9 00 
  1553)    17019.4  Rx      0626  8  8B 15 F2 7F 99 14 00 00 
  1554)    17053.3  Rx      0626  8  1D 15 FE 7F A0 14 00 00 
  1555)    17080.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1556)    17084.4  Rx      0610  8  08 00 13 06 4C 06 D7 00 
  1557)    17087.3  Rx      0626  8  60 15 FE 7F B0 14 00 00 
  1558)    17115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1559)    17119.4  Rx      0618  8  00 01 00 64 6F 13 DE 00 
  1560)    17121.4  Rx      0626  8  EF 15 FE 7F BC 14 00 00 
  1561)    17132.3  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  1562)    17146.4  Rx      0615  8  2A 00 56 00 00 00 00 00 
