section,d(m),V(m/s),V(km/h),a(m/s^2),Time(s)
Straight,2720,12.670114,45.612,0.014998,197.071274
Straight,2730,12.681957,45.655,0.015012,197.860164
Straight,2740,12.70315,45.731,0.026899,198.648028
Straight,2750,12.711253,45.761,0.010297,199.434983
Straight,2760,12.719356,45.79,0.010303,200.221437
Straight,2770,12.728083,45.821,0.011103,201.007371
Straight,2780,12.729952,45.828,0.00238,201.792977
Straight,2790,12.731822,45.835,0.002381,202.578468
Straight,2800,12.718109,45.785,-0.01745,203.364325
Straight,2810,12.790414,46.045,0.092219,204.148377
Straight,2820,12.935646,46.568,0.186813,204.925799
Straight,2830,13.080879,47.091,0.188922,205.694541
Straight,2840,13.491019,48.568,0.544911,206.447216
Straight,2850,13.694843,49.301,0.277056,207.182892
Straight,2860,13.898667,50.035,0.281211,207.9077
Straight,2870,14.247723,51.292,0.491234,208.618271
Straight,2880,14.387346,51.794,0.199905,209.316715
Straight,2890,14.526968,52.297,0.201854,210.008414
Straight,2900,14.675317,52.831,0.216606,210.693292
Straight,2910,14.823666,53.365,0.218807,211.371281
Straight,2920,14.943966,53.798,0.179052,212.043152
Straight,2930,15.064265,54.231,0.180499,212.709636
Straight,2940,15.245027,54.882,0.273937,213.3695
Straight,2950,15.386519,55.391,0.216707,214.022421
Straight,2960,15.528011,55.901,0.218709,214.669366
Straight,2970,15.603432,56.172,0.117398,215.311804
Straight,2980,15.678853,56.444,0.117967,215.951143
Straight,2990,15.512428,55.845,-0.25955,216.592348
Straight,3000,15.346003,55.246,-0.256781,217.240469
Straight,3010,14.757595,53.127,-0.885661,217.904841
Straight,3020,14.315041,51.534,-0.64331,218.592773
Straight,3030,13.872488,49.941,-0.623724,219.302307
Straight,3040,13.042233,46.952,-1.117304,220.045395
Straight,3050,12.59033,45.325,-0.579172,220.825652
Straight,3060,12.138427,43.698,-0.55875,221.634427
Straight,3070,11.521346,41.477,-0.73,222.479744
Straight,3080,11.248334,40.494,-0.31082,223.358105
Straight,3090,10.975322,39.511,-0.303366,224.258047
Turn,3100,10.315855,37.137,-0.702041,225.197403
Turn,3110,9.808477,35.311,-0.510532,226.191225
Turn,3120,9.464408,34.072,-0.331561,227.228952
Turn,3130,9.377144,33.758,-0.082209,228.290436
Turn,3140,9.431995,33.955,0.051586,229.353749
Turn,3150,9.582837,34.498,0.143412,230.405559
Turn,3160,9.804737,35.297,0.215105,231.437148
Turn,3170,10.010431,36.038,0.203793,232.446476
Turn,3180,10.096449,36.347,0.086477,233.44116
Turn,3190,10.182466,36.657,0.087217,234.427406
Straight,3200,10.418079,37.505,0.242688,235.398254
Straight,3210,10.618786,38.228,0.211113,236.348966
Straight,3220,10.765888,38.757,0.157287,237.284216
Straight,3230,10.944156,39.399,0.19351,238.205448
Straight,3240,11.060093,39.816,0.127555,239.114364
Straight,3250,11.176029,40.234,0.128899,240.013801
Straight,3260,11.421615,41.118,0.277483,240.898849
Straight,3270,11.618583,41.827,0.226908,241.766897
Straight,3280,11.694627,42.101,0.088642,242.62478
Straight,3290,11.770671,42.374,0.08922,243.477102
Straight,3300,11.932733,42.958,0.192071,244.320863
Straight,3310,12.107261,43.586,0.209783,245.15281
Straight,3320,12.216965,43.981,0.133422,245.975035
Straight,3330,12.326668,44.376,0.134626,246.789911
Straight,3340,12.558541,45.211,0.28851,247.593601
Straight,3350,12.790414,46.045,0.293887,248.382588
Straight,3360,12.878301,46.362,0.112798,249.161747
Straight,3370,12.966189,46.678,0.11357,249.935606
Straight,3380,13.034753,46.925,0.089137,250.704809
Straight,3390,13.085865,47.109,0.066754,251.470488
Straight,3400,13.136977,47.293,0.067015,252.233181
Straight,3410,13.26164,47.742,0.164546,252.990797
Straight,3420,13.320855,47.955,0.078704,253.743172
Straight,3430,13.380069,48.168,0.079055,254.492209
Straight,3440,13.507226,48.626,0.170944,255.236055
Straight,3450,13.553351,48.792,0.062409,255.975138
Straight,3460,13.599476,48.958,0.062622,256.711709
Straight,3470,13.675521,49.232,0.103705,257.444982
Straight,3480,13.734112,49.443,0.080299,258.174652
Straight,3490,13.792704,49.654,0.080642,258.901216
Straight,3500,13.849425,49.858,0.078395,259.62475
Straight,3510,13.906147,50.062,0.078717,260.345326
Straight,3520,14.032056,50.515,0.175884,261.061191
Straight,3530,14.110594,50.798,0.110513,261.771856
Straight,3540,14.189132,51.081,0.11113,262.478577
Straight,3550,14.362413,51.705,0.247373,263.179064
Straight,3560,14.406669,51.864,0.063659,263.874255
Straight,3570,14.450924,52.023,0.063855,264.567314
Straight,3580,14.442197,51.992,-0.012607,265.25952
Straight,3590,14.433471,51.96,-0.012599,265.952145
Straight,3600,14.285122,51.426,-0.213019,266.648558
Straight,3610,14.078805,50.684,-0.292598,267.353679
Straight,3620,13.872488,49.941,-0.288341,268.069209
Straight,3630,12.998601,46.795,-1.174115,268.813503
Straight,3640,12.674477,45.628,-0.416062,269.59253
Straight,3650,12.350354,44.461,-0.405557,270.391736
Straight,3660,11.884115,42.783,-0.564953,271.217007
Straight,3670,11.611726,41.802,-0.32,272.068221
Straight,3680,11.339338,40.822,-0.31258,272.93964
Straight,3690,10.82822,38.982,-0.566512,273.84186
Straight,3700,10.454231,37.635,-0.39797,274.781601
Straight,3710,9.974279,35.907,-0.490235,275.760625
Straight,3720,9.689424,34.882,-0.280065,276.777727
Straight,3730,9.404569,33.856,-0.271951,277.825177
Straight,3740,8.888465,31.998,-0.472056,278.91849
Turn,3750,7.883682,28.381,-0.842618,280.110943
Turn,3760,6.918791,24.908,-0.714139,281.462068
Turn,3770,8.101575,29.166,0.888292,282.793594
Straight,3780,9.132435,32.877,0.888292,283.95409
Straight,3790,10.058191,36.209,0.888292,284.996265
Straight,3800,10.905643,39.26,0.888292,285.950289
Straight,3810,11.69183,42.091,0.888292,286.835344
Straight,3820,12.428384,44.742,0.888292,287.664524
Straight,3830,13.123665,47.245,0.888292,288.44724
Straight,3840,13.783919,49.622,0.888292,289.190525
Straight,3850,14.413961,51.89,0.888292,289.899798
Straight,3860,14.879764,53.567,0.682255,290.582538
Straight,3870,14.879764,53.567,0.0,291.254592
Straight,3880,14.879764,53.567,0.0,291.926645
Straight,3890,14.879764,53.567,0.0,292.598699
Straight,3900,14.879764,53.567,0.0,293.270753
Straight,3910,14.879764,53.567,0.0,293.942806
Straight,3920,14.879764,53.567,0.0,294.61486
Straight,3930,14.879764,53.567,0.0,295.286914
Straight,3940,14.879764,53.567,0.0,295.958967
Straight,3950,14.879764,53.567,0.0,296.631021
Straight,3960,14.879764,53.567,0.0,297.303075
Straight,3970,14.879764,53.567,0.0,297.975128
Straight,3980,14.879764,53.567,0.0,298.647182
Straight,3990,14.879764,53.567,0.0,299.319236
Straight,4000,14.879764,53.567,0.0,299.991289
Straight,4010,15.034346,54.124,0.231209,300.65987
