section,d(m),V(m/s),V(km/h),a(m/s^2),Time(s)
Straight,850,16.933708,60.961,0.601912,36.024109
Straight,860,17.27667,62.196,0.586644,36.608727
Straight,870,17.604935,63.378,0.57252,37.182095
Straight,880,17.919862,64.512,0.559386,37.745082
Straight,890,18.094196,65.139,0.313923,38.30042
Straight,900,18.249028,65.696,0.281355,38.850729
Straight,910,18.399385,66.238,0.275519,39.396456
Straight,920,18.545504,66.764,0.269918,39.937802
Straight,930,18.687601,67.275,0.264536,40.474959
Straight,940,18.825876,67.773,0.259358,41.0081
Straight,950,18.960513,68.258,0.254372,41.537392
Straight,960,19.091683,68.73,0.249565,42.062985
Straight,970,19.172595,69.021,0.154802,42.585666
Straight,980,19.239985,69.264,0.129431,43.106329
Straight,990,19.305921,69.501,0.127078,43.625191
Straight,1000,19.370449,69.734,0.124786,44.142302
Straight,1010,19.433614,69.961,0.122553,44.657712
Straight,1020,18.97507,68.31,-0.880603,45.178428
Straight,1030,18.532229,66.716,-0.83049,45.711657
Straight,1040,18.072779,65.062,-0.840908,46.258031
Straight,1050,17.594695,63.341,-0.852603,46.818766
Straight,1060,17.095527,61.544,-0.865812,47.395297
Straight,1070,16.57227,59.66,-0.880845,47.989337
Straight,1080,16.156233,58.162,-0.680814,48.600425
Straight,1090,15.735367,56.647,-0.671104,49.227549
Straight,1100,15.292644,55.054,-0.686841,49.872128
Straight,1110,14.824632,53.369,-0.704762,50.536199
Straight,1120,14.326956,51.577,-0.725402,51.222268
Straight,1130,13.793897,49.658,-0.749504,51.933484
Straight,1140,13.392138,48.212,-0.546112,52.669156
Straight,1150,12.980381,46.729,-0.542953,53.427521
Straight,1160,12.535018,45.126,-0.56818,54.211361
Straight,1170,12.048381,43.374,-0.59816,55.024918
Straight,1180,11.517919,41.465,-0.625052,55.873588
Straight,1190,10.934011,39.362,-0.655493,56.76438
Straight,1200,25.30914,91.113,26.05,57.316208
Straight,1210,26.804199,96.495,3.895625,57.699987
Straight,1220,26.804199,96.495,0.0,58.073063
Straight,1230,26.804199,96.495,0.0,58.446139
Straight,1240,26.804199,96.495,0.0,58.819215
Straight,1250,26.804199,96.495,0.0,59.192291
Straight,1260,26.804199,96.495,0.0,59.565367
Straight,1270,26.804199,96.495,0.0,59.938442
Straight,1280,26.804199,96.495,0.0,60.311518
Straight,1290,26.804199,96.495,0.0,60.684594
Straight,1300,26.804199,96.495,0.0,61.05767
Straight,1310,26.804199,96.495,0.0,61.430746
Straight,1320,26.804199,96.495,0.0,61.803822
Straight,1330,26.804199,96.495,0.0,62.176898
Straight,1340,26.804199,96.495,0.0,62.549973
Straight,1350,26.804199,96.495,0.0,62.923049
Straight,1360,26.804199,96.495,0.0,63.296125
Straight,1370,26.804199,96.495,0.0,63.669201
Straight,1380,26.804199,96.495,0.0,64.042277
Straight,1390,26.804199,96.495,0.0,64.415353
Straight,1400,26.804199,96.495,0.0,64.788429
Straight,1410,26.804199,96.495,0.0,65.161505
Straight,1420,26.804199,96.495,0.0,65.53458
Straight,1430,26.804199,96.495,0.0,65.907656
Straight,1440,26.804199,96.495,0.0,66.280732
Straight,1450,26.804199,96.495,0.0,66.653808
Straight,1460,26.804199,96.495,0.0,67.026884
Straight,1470,26.804199,96.495,0.0,67.39996
Straight,1480,26.804199,96.495,0.0,67.773036
Straight,1490,26.804199,96.495,0.0,68.146112
Straight,1500,26.804199,96.495,0.0,68.519187
Straight,1510,26.804199,96.495,0.0,68.892263
Straight,1520,26.804199,96.495,0.0,69.265339
Straight,1530,26.804199,96.495,0.0,69.638415
Straight,1540,26.804199,96.495,0.0,70.011491
Straight,1550,26.804199,96.495,0.0,70.384567
Straight,1560,26.804199,96.495,0.0,70.757643
Straight,1570,26.804199,96.495,0.0,71.130719
Straight,1580,26.804199,96.495,0.0,71.503794
Straight,1590,26.718288,96.186,-0.229909,71.877469
Straight,1600,26.284521,94.624,-1.149544,72.254808
Straight,1610,25.843474,93.037,-1.149544,72.638479
Straight,1620,25.394769,91.421,-1.149544,73.028812
Straight,1630,24.937991,89.777,-1.149544,73.426168
Straight,1640,24.472689,88.102,-1.149544,73.830938
Straight,1650,23.998367,86.394,-1.149544,74.243556
Straight,1660,23.514479,84.652,-1.149544,74.664495
Straight,1670,23.020423,82.874,-1.149544,75.094279
Straight,1680,22.515527,81.056,-1.149544,75.533493
Straight,1690,21.999047,79.197,-1.149544,75.982784
Straight,1700,21.470147,77.293,-1.149544,76.44288
Straight,1710,20.927884,75.34,-1.149544,76.9146
Straight,1720,20.371191,73.336,-1.149544,77.398872
Straight,1730,19.798852,71.276,-1.149544,77.896756
Straight,1740,19.209468,69.154,-1.149544,78.409467
Straight,1750,18.601419,66.965,-1.149544,78.938415
Straight,1760,17.97281,64.702,-1.149544,79.485248
Straight,1770,17.321404,62.357,-1.149544,80.051913
Straight,1780,16.644523,59.92,-1.149544,80.640739
Straight,1790,15.938923,57.38,-1.149544,81.254547
Turn,1800,14.177447,51.039,-2.652463,81.918638
Turn,1810,13.453624,48.433,-1.0,82.642461
Turn,1820,12.688578,45.679,-1.0,83.407507
Turn,1830,11.874342,42.748,-1.0,84.221743
Turn,1840,11.0,39.6,-1.0,85.096085
Turn,1850,10.049876,36.18,-1.0,86.046209
Turn,1860,9.0,32.4,-1.0,87.096085
Turn,1870,9.0,32.4,0.0,88.207196
Turn,1880,9.848858,35.456,0.8,89.268268
Turn,1890,10.630146,38.269,0.8,90.244878
Turn,1900,11.357817,40.888,0.8,91.154467
Straight,1910,13.155085,47.358,2.202813,91.970364
Straight,1920,13.437937,48.377,0.376095,92.722441
Straight,1930,13.714957,49.374,0.376095,93.45901
Straight,1940,13.986492,50.351,0.376095,94.180994
Straight,1950,14.252854,51.31,0.376095,94.889226
Straight,1960,14.514329,52.252,0.376095,95.584463
Straight,1970,15.026891,54.097,0.757085,96.261483
Straight,1980,15.501006,55.804,0.723687,96.916621
Straight,1990,15.908217,57.27,0.639509,97.553377
Straight,2000,16.293513,58.657,0.62036,98.174462
Straight,2010,16.659455,59.974,0.602944,98.781387
Straight,2020,16.960394,61.057,0.505876,99.376274
Straight,2030,17.178028,61.841,0.371484,99.962124
Straight,2040,17.387769,62.596,0.362493,100.540731
Straight,2050,17.590176,63.325,0.353989,101.112519
Straight,2060,17.785746,64.029,0.345924,101.677876
Straight,2070,17.974926,64.71,0.33826,102.237149
Straight,2080,18.232414,65.637,0.466148,102.789524
Straight,2090,18.499315,66.598,0.490187,103.334012
Straight,2100,18.811113,67.72,0.581665,103.870055
Straight,2110,19.117793,68.824,0.581603,104.397357
Straight,2120,19.41402,69.89,0.570708,104.916409
Straight,2130,19.700567,70.922,0.560407,105.427727
Straight,2140,19.978115,71.921,0.550638,105.931776
Straight,2150,20.247274,72.89,0.541351,106.428975
Straight,2160,20.508586,73.831,0.5325,106.919702
Straight,2170,20.748971,74.696,0.495884,107.404461
Straight,2180,20.969526,75.49,0.460061,107.883865
Straight,2190,21.184513,76.264,0.453128,108.358315
Straight,2200,21.370512,76.934,0.395759,108.828295
Straight,2210,21.549642,77.579,0.384415,109.294277
Straight,2220,21.724789,78.209,0.37897,109.756443
Straight,2230,21.896127,78.826,0.373695,110.214939
Straight,2240,22.063817,79.43,0.368582,110.669899
Straight,2250,22.159483,79.774,0.211535,111.122149
Straight,2260,22.245881,80.085,0.191825,111.572545
Straight,2270,22.330812,80.391,0.189297,112.02121
Straight,2280,22.414317,80.692,0.186822,112.468186
Straight,2290,22.496435,80.987,0.184399,112.913514
Straight,2300,22.577202,81.278,0.182025,113.357232
Straight,2310,22.656656,81.564,0.179699,113.799379
Straight,2320,22.734829,81.845,0.17742,114.23999
Straight,2330,22.811755,82.122,0.175185,114.679101
Straight,2340,22.880573,82.37,0.157223,115.116811
Straight,2350,22.630225,81.469,-0.569677,115.556267
Straight,2360,22.302698,80.29,-0.735836,116.001375
Straight,2370,21.968517,79.087,-0.739729,116.453136
Straight,2380,21.627213,77.858,-0.743971,116.911896
Straight,2390,21.268669,76.567,-0.769004,117.378142
Turn,2400,9.165151,32.995,-18.417813,118.035305
Turn,2410,8.0,28.8,-1.0,119.200457
Turn,2420,8.0,28.8,0.0,120.450457
Turn,2430,8.5,30.6,0.4125,121.662578
Turn,2440,9.0,32.4,0.4375,122.805435
Turn,2450,9.5,34.2,0.4625,123.886516
Turn,2460,9.8,35.28,0.2895,124.922786
Turn,2470,10.0,36.0,0.198,125.932887
Turn,2480,11.0,39.6,1.05,126.885268
Turn,2490,11.5,41.4,0.5625,127.774156
Straight,2500,23.587695,84.916,21.206469,128.344157
Straight,2510,23.669371,85.21,0.192988,128.767374
Straight,2520,23.741757,85.47,0.171595,129.189216
Straight,2530,23.813092,85.727,0.169615,129.609783
Straight,2540,23.883398,85.98,0.167669,130.029101
Straight,2550,23.9527,86.23,0.165756,130.447195
Straight,2560,24.021019,86.476,0.163876,130.86409
Straight,2570,24.088377,86.718,0.162027,131.279809
Straight,2580,24.182761,87.058,0.227803,131.694136
Straight,2590,24.317463,87.543,0.326654,132.106505
Straight,2600,24.449947,88.02,0.323046,132.516615
Straight,2610,24.580281,88.489,0.319515,132.924526
Straight,2620,24.708529,88.951,0.316058,133.330298
Straight,2630,24.83475,89.405,0.312672,133.733985
Straight,2640,24.930101,89.748,0.237256,134.135876
Straight,2650,24.908576,89.671,-0.053638,134.53717
Straight,2660,24.887259,89.594,-0.053076,134.93881
Straight,2670,24.866148,89.518,-0.052518,135.340793
Straight,2680,24.845241,89.443,-0.051965,135.743115
Straight,2690,24.824538,89.368,-0.051417,136.145774
Straight,2700,24.804036,89.295,-0.050874,136.548768
Straight,2710,24.783734,89.221,-0.050336,136.952093
Straight,2720,24.763631,89.149,-0.049803,137.355748
Straight,2730,24.743725,89.077,-0.049275,137.759728
Straight,2740,24.724014,89.006,-0.048751,138.164032
Straight,2750,24.704498,88.936,-0.048233,138.568657
Straight,2760,24.897839,89.632,0.479508,138.971863
Straight,2770,25.111007,90.4,0.533013,139.371793
Straight,2780,25.320185,91.153,0.527456,139.768373
Straight,2790,25.525528,91.892,0.52204,140.161719
Straight,2800,25.72718,92.618,0.51676,140.551943
Straight,2810,25.925276,93.331,0.511608,140.939146
Straight,2820,26.119944,94.032,0.506578,141.323427
Straight,2830,26.311305,94.721,0.501663,141.704879
Straight,2840,26.499471,95.398,0.496859,142.08359
Straight,2850,26.684549,96.064,0.49216,142.459642
Straight,2860,26.84147,96.629,0.419969,142.833293
Straight,2870,26.937556,96.975,0.258371,143.205185
Straight,2880,27.032425,97.317,0.256002,143.575761
Straight,2890,27.126101,97.654,0.253669,143.945047
Straight,2900,27.218611,97.987,0.251371,144.313068
Straight,2910,27.270762,98.175,0.142084,144.680113
Straight,2920,27.283149,98.219,0.033787,145.046722
Straight,2930,27.295419,98.264,0.033485,145.413167
Straight,2940,27.262983,98.147,-0.088482,145.779746
Straight,2950,27.188569,97.879,-0.202599,146.147045
Straight,2960,27.115452,97.616,-0.198527,146.515342
Straight,2970,27.050297,97.381,-0.176458,146.884579
Straight,2980,26.985577,97.148,-0.17486,147.254704
Straight,2990,26.921292,96.917,-0.17327,147.625714
Turn,3000,18.973666,68.305,-18.237799,148.061491
Turn,3010,18.439089,66.381,-1.0,148.596069
Turn,3020,17.888544,64.399,-1.0,149.146614
Turn,3030,17.320508,62.354,-1.0,149.714649
Turn,3040,16.733201,60.24,-1.0,150.301957
Turn,3050,16.124515,58.048,-1.0,150.910642
Turn,3060,15.491933,55.771,-1.0,151.543224
Turn,3070,14.832397,53.397,-1.0,152.20276
Turn,3080,14.142136,50.912,-1.0,152.893022
Turn,3090,13.416408,48.299,-1.0,153.61875
Turn,3100,12.649111,45.537,-1.0,154.386047
Turn,3110,11.83216,42.596,-1.0,155.202998
Turn,3120,10.954451,39.436,-1.0,156.080706
Turn,3130,10.0,36.0,-1.0,157.035157
Turn,3140,10.0,36.0,0.0,158.035157
Turn,3150,10.0,36.0,0.0,159.035157
Turn,3160,10.0,36.0,0.0,160.035157
Turn,3170,10.0,36.0,0.0,161.035157
Turn,3180,10.77033,38.773,0.8,161.998069
Turn,3190,11.489125,41.361,0.8,162.896564
Turn,3200,12.165525,43.796,0.8,163.742064
Turn,3210,12.806248,46.102,0.8,164.542968
Turn,3220,13.416408,48.299,0.8,165.305667
Turn,3230,14.0,50.4,0.8,166.035157
Turn,3240,14.56022,52.417,0.8,166.735432
Turn,3250,15.099669,54.359,0.8,167.409744
Turn,3260,15.620499,56.234,0.8,168.060782
Turn,3270,16.124515,58.048,0.8,168.690802
Turn,3280,16.613248,59.808,0.8,169.301717
Turn,3290,17.088007,61.517,0.8,169.895167
Turn,3300,17.549929,63.18,0.8,170.472568
Turn,3310,18.0,64.8,0.8,171.035157
Turn,3320,18.439089,66.381,0.8,171.584019
Turn,3330,18.867962,67.925,0.8,172.12011
Turn,3340,19.287302,69.434,0.8,172.644284
Turn,3350,19.697716,70.912,0.8,173.157302
Turn,3360,20.099751,72.359,0.8,173.659846
Turn,3370,20.493902,73.778,0.8,174.152534
Turn,3380,20.880613,75.17,0.8,174.635924
Turn,3390,21.260292,76.537,0.8,175.110522
Turn,3400,21.633308,77.88,0.8,175.576792
Turn,3410,22.0,79.2,0.8,176.035157
Turn,3420,22.0,79.2,0.0,176.489703
Straight,3430,23.669371,85.21,3.811957,176.927633
Straight,3440,23.741757,85.47,0.171595,177.349475
Straight,3450,23.813092,85.727,0.169615,177.770042
Straight,3460,23.883398,85.98,0.167669,178.18936
Straight,3470,23.9527,86.23,0.165756,178.607454
Straight,3480,24.021019,86.476,0.163876,179.024349
Straight,3490,24.088377,86.718,0.162027,179.440069
Straight,3500,24.182761,87.058,0.227803,179.854395
Straight,3510,24.317463,87.543,0.326654,180.266764
Straight,3520,24.449947,88.02,0.323046,180.676874
Straight,3530,24.580281,88.489,0.319515,181.084786
Straight,3540,24.708529,88.951,0.316058,181.490557
Straight,3550,24.83475,89.405,0.312672,181.894245
Straight,3560,24.930101,89.748,0.237256,182.296135
Straight,3570,24.908576,89.671,-0.053638,182.69743
Straight,3580,24.887259,89.594,-0.053076,183.09907
Straight,3590,24.866148,89.518,-0.052518,183.501052
Straight,3600,24.845241,89.443,-0.051965,183.903374
Straight,3610,24.824538,89.368,-0.051417,184.306034
Straight,3620,24.804036,89.295,-0.050874,184.709027
Straight,3630,24.783734,89.221,-0.050336,185.112353
Straight,3640,24.763631,89.149,-0.049803,185.516007
Straight,3650,24.743725,89.077,-0.049275,185.919987
Straight,3660,24.724014,89.006,-0.048751,186.324291
Straight,3670,24.704498,88.936,-0.048233,186.728916
Straight,3680,24.897839,89.632,0.479508,187.132123
Straight,3690,25.111007,90.4,0.533013,187.532052
Straight,3700,25.320185,91.153,0.527456,187.928632
Straight,3710,25.525528,91.892,0.52204,188.321979
Straight,3720,25.72718,92.618,0.51676,188.712202
Straight,3730,25.925276,93.331,0.511608,189.099405
Straight,3740,26.119944,94.032,0.506578,189.483686
Straight,3750,26.311305,94.721,0.501663,189.865138
Straight,3760,26.499471,95.398,0.496859,190.243849
Straight,3770,26.684549,96.064,0.49216,190.619902
Straight,3780,26.84147,96.629,0.419969,190.993552
Straight,3790,26.937556,96.975,0.258371,191.365444
Straight,3800,27.032425,97.317,0.256002,191.73602
Straight,3810,27.126101,97.654,0.253669,192.105307
Straight,3820,27.218611,97.987,0.251371,192.473328
Straight,3830,27.270762,98.175,0.142084,192.840372
Straight,3840,27.283149,98.219,0.033787,193.206982
Straight,3850,27.295419,98.264,0.033485,193.573426
Straight,3860,27.262983,98.147,-0.088482,193.940005
Straight,3870,27.188569,97.879,-0.202599,194.307304
Straight,3880,27.115452,97.616,-0.198527,194.675601
Straight,3890,27.050297,97.381,-0.176458,195.044838
Straight,3900,26.985577,97.148,-0.17486,195.414963
Straight,3910,26.921292,96.917,-0.17327,195.785973
Straight,3920,26.857443,96.687,-0.171688,196.157867
Straight,3930,26.862055,96.703,0.012388,196.530172
Straight,3940,26.877943,96.761,0.042691,196.902334
Straight,3950,26.894094,96.819,0.043426,197.274274
Straight,3960,26.910088,96.876,0.043027,197.645993
Straight,3970,26.925927,96.933,0.042633,198.017491
Straight,3980,26.941611,96.99,0.042243,198.388772
Straight,3990,26.957142,97.046,0.041857,198.759838
Straight,4000,26.972523,97.101,0.041475,199.130692
Straight,4010,26.987756,97.156,0.041096,199.501335
